Age,Previously_Insured,Vehicle_Damage,Annual_Premium,Vintage
51,0,1,23135.0,283
26,1,0,37531.0,52
63,0,1,26089.0,203
43,1,0,63385.0,262
48,1,0,2630.0,176
20,1,0,36243.0,173
34,1,0,35840.0,10
55,0,0,2630.0,184
23,0,1,32853.0,148
32,1,0,25724.0,43
22,1,0,23411.0,58
23,0,0,37895.0,59
25,1,0,98507.0,170
51,0,1,29127.0,103
50,1,0,43893.0,30
21,0,1,2630.0,165
67,1,0,37318.0,49
45,0,1,41499.0,141
41,0,1,38612.0,80
42,0,0,41063.0,73
26,1,0,2630.0,107
28,1,0,26600.0,178
23,1,0,31490.0,16
27,0,0,2630.0,46
60,0,1,40526.0,260
47,0,1,32675.0,78
47,1,1,26497.0,26
67,0,1,2630.0,101
29,0,1,22003.0,221
44,1,0,27026.0,46
65,1,0,34310.0,139
41,0,1,2630.0,89
48,0,1,42047.0,69
44,0,1,33851.0,288
23,1,0,38852.0,158
39,0,1,32630.0,71
23,0,1,25494.0,185
38,1,0,2630.0,28
33,1,0,2630.0,226
43,0,1,41490.0,283
22,0,1,37527.0,105
21,1,0,30542.0,223
55,0,1,42694.0,158
23,1,0,19371.0,221
21,0,1,22174.0,168
55,1,0,2630.0,287
24,0,1,72544.0,64
47,0,1,35624.0,270
47,0,1,2630.0,117
46,0,1,65406.0,237
25,0,1,25563.0,113
27,1,0,29709.0,93
27,1,0,36211.0,240
21,0,1,32413.0,48
20,0,1,2630.0,91
22,1,0,33194.0,232
57,0,1,82833.0,122
78,0,1,2630.0,252
26,1,0,25885.0,205
43,0,1,2630.0,32
24,1,0,38630.0,266
26,1,0,27653.0,111
21,0,0,39363.0,258
23,0,1,31040.0,144
24,1,0,28207.0,14
23,0,1,26119.0,58
47,0,1,29631.0,172
34,0,1,27687.0,230
58,1,0,32323.0,163
40,0,1,34659.0,87
43,0,1,64244.0,289
30,1,0,2630.0,122
21,0,1,31500.0,95
22,0,1,25320.0,240
38,1,0,25073.0,20
53,0,1,41232.0,71
54,0,1,31794.0,133
32,0,1,46104.0,244
31,0,1,31849.0,254
22,0,1,26027.0,56
36,1,0,2630.0,178
55,0,1,22209.0,12
27,1,0,27440.0,44
29,1,0,41802.0,238
51,0,1,39841.0,255
36,0,1,32162.0,293
46,0,1,38879.0,130
25,1,0,34203.0,219
51,1,0,27941.0,130
44,1,0,16075.0,221
67,0,1,42407.0,231
21,1,0,41086.0,149
79,0,0,38287.0,15
34,0,1,2630.0,263
24,0,1,27872.0,120
34,1,0,32227.0,180
42,0,1,29439.0,243
21,1,0,38050.0,194
33,1,0,49802.0,117
43,0,1,34025.0,295
25,0,1,29314.0,32
25,1,0,33343.0,182
47,0,1,57225.0,118
23,1,0,28660.0,228
21,1,0,45172.0,64
42,0,1,55891.0,228
46,1,0,40653.0,295
52,1,0,36686.0,215
68,0,1,58255.0,211
26,1,0,26005.0,140
50,1,0,28262.0,75
49,1,0,31272.0,88
63,0,1,24778.0,227
42,0,1,48152.0,285
39,0,1,2630.0,175
43,0,1,47987.0,223
23,1,0,21623.0,101
20,0,1,32791.0,24
22,0,1,25520.0,202
39,0,0,38967.0,268
25,0,1,40001.0,111
35,0,1,31969.0,258
49,0,1,35074.0,65
27,0,1,2630.0,11
57,1,0,109515.0,206
42,0,1,70544.0,283
47,0,1,29872.0,45
46,1,0,32209.0,130
30,1,0,31526.0,233
59,0,1,32811.0,147
35,0,1,31551.0,253
27,1,0,45048.0,209
24,1,0,24390.0,143
28,1,0,31840.0,54
26,1,0,22571.0,139
69,1,1,31901.0,84
49,0,1,52729.0,44
61,0,1,35297.0,216
62,1,0,21647.0,56
31,0,1,28102.0,59
27,0,1,31053.0,269
27,1,0,26600.0,269
21,0,1,34055.0,89
49,0,1,53725.0,290
27,1,0,2630.0,144
25,0,1,2630.0,16
21,0,1,34075.0,169
22,1,0,42176.0,44
34,0,1,2630.0,98
40,0,1,47566.0,124
30,0,1,2630.0,129
49,1,0,24333.0,96
26,1,0,53170.0,129
54,0,1,48052.0,101
51,0,1,37872.0,283
36,0,1,2630.0,94
23,0,0,29615.0,67
24,1,1,2630.0,221
24,1,0,34122.0,238
24,0,1,43925.0,203
25,0,1,27080.0,283
47,0,1,27625.0,80
28,1,0,33388.0,173
24,1,0,35201.0,32
21,0,1,30331.0,170
23,0,1,42553.0,11
31,0,1,29489.0,286
38,0,0,32415.0,111
39,0,1,28999.0,19
37,0,1,2630.0,216
66,1,0,32730.0,141
50,0,1,81014.0,87
25,1,0,26685.0,121
39,1,0,31200.0,191
33,0,1,23094.0,159
78,1,0,40373.0,236
51,0,1,2630.0,221
41,1,0,30763.0,259
27,1,0,27856.0,58
40,1,0,28174.0,112
20,0,1,36697.0,72
24,1,1,37373.0,125
57,0,1,2630.0,287
23,1,0,37010.0,223
44,0,1,29084.0,146
57,1,1,52665.0,46
38,0,1,41612.0,23
26,1,0,22813.0,261
22,1,0,54817.0,229
25,1,0,2630.0,292
64,0,0,61098.0,38
27,1,0,41328.0,186
52,0,1,29820.0,215
45,0,0,2630.0,250
45,1,0,55107.0,257
23,1,0,31224.0,66
37,1,0,28077.0,283
39,0,1,31323.0,194
28,1,0,36232.0,74
50,0,1,33009.0,113
24,0,1,35386.0,236
47,0,1,45402.0,290
55,0,1,71178.0,91
49,0,1,35493.0,19
75,1,0,2630.0,74
73,0,1,27134.0,159
50,0,1,32907.0,157
55,0,1,71477.0,119
22,1,0,27793.0,29
23,0,1,34893.0,237
24,1,0,24430.0,95
51,0,1,21776.0,261
22,1,0,35419.0,241
55,1,0,34413.0,218
24,1,0,19545.0,146
27,0,1,2630.0,164
50,0,1,2630.0,193
25,1,0,42933.0,48
50,1,0,45714.0,36
51,0,1,2630.0,179
26,0,0,27692.0,224
29,1,0,2630.0,158
54,0,1,2630.0,262
28,1,0,25533.0,182
23,0,1,37495.0,221
44,0,1,36218.0,285
77,0,1,34131.0,239
25,1,0,24280.0,134
40,0,1,33150.0,83
62,0,1,2630.0,23
21,0,1,25947.0,161
21,0,1,19505.0,57
29,1,0,26244.0,213
35,1,0,2630.0,109
53,0,1,2630.0,262
47,1,0,2630.0,236
28,1,0,31778.0,185
44,1,0,32054.0,180
21,1,0,40295.0,165
67,0,1,44893.0,198
42,1,0,33307.0,226
26,1,0,31361.0,182
41,0,0,2630.0,110
57,0,1,38825.0,26
47,0,1,44900.0,170
73,0,1,60069.0,168
25,0,0,34561.0,290
70,0,1,40573.0,10
24,1,0,29035.0,50
43,1,0,2630.0,293
22,1,0,2630.0,69
34,0,1,45931.0,186
21,1,0,41699.0,76
67,0,1,31946.0,165
26,1,0,45674.0,16
27,0,1,49596.0,276
45,0,1,42856.0,160
61,0,1,29737.0,12
24,1,0,32490.0,231
25,1,0,35099.0,29
23,1,0,25520.0,237
22,1,0,22975.0,293
46,1,0,26024.0,298
62,0,1,2630.0,218
23,1,0,19379.0,252
23,1,0,25048.0,77
24,0,1,24813.0,112
25,1,1,2630.0,298
22,1,0,58044.0,98
68,0,1,34283.0,36
21,1,0,36712.0,275
37,0,1,2630.0,95
46,0,1,58134.0,252
32,0,1,2630.0,162
30,0,1,40838.0,218
21,0,1,30267.0,62
70,0,1,34930.0,219
50,1,0,23011.0,213
26,1,0,31581.0,269
25,1,0,24886.0,287
39,0,1,33771.0,96
21,1,0,33515.0,60
25,1,0,2630.0,79
23,1,1,25164.0,162
23,1,0,29718.0,76
37,0,1,2630.0,279
21,1,0,36345.0,106
39,0,1,27711.0,224
51,1,0,45909.0,223
45,0,1,27163.0,238
27,1,0,51504.0,239
52,0,1,33570.0,223
25,1,0,28980.0,273
41,0,1,28998.0,298
39,0,1,28210.0,182
32,0,1,26780.0,176
54,0,1,27288.0,186
80,1,0,32002.0,146
47,0,0,46341.0,249
23,1,0,39370.0,286
34,0,1,31964.0,247
42,1,0,36441.0,89
39,0,1,27116.0,289
26,1,0,2630.0,208
43,0,1,28992.0,16
29,1,1,24020.0,210
61,0,1,51933.0,110
63,0,1,34331.0,140
24,0,0,2630.0,273
42,0,1,2630.0,184
24,1,0,36153.0,244
25,0,0,32001.0,25
25,0,1,35291.0,290
26,0,1,35565.0,30
53,1,0,44407.0,185
49,1,0,27144.0,30
27,1,0,41766.0,202
23,1,0,34238.0,83
25,1,0,25911.0,255
53,1,0,39162.0,137
74,0,1,29558.0,192
28,1,0,2630.0,244
21,0,0,2630.0,244
58,0,1,41157.0,41
36,0,0,40616.0,150
29,0,1,32659.0,102
31,0,1,2630.0,134
22,0,1,30373.0,230
51,1,0,26411.0,245
24,1,0,34099.0,155
55,0,1,28165.0,221
43,0,1,47564.0,50
45,1,0,28742.0,49
23,1,0,29990.0,164
47,1,0,2630.0,289
28,1,0,28959.0,211
45,0,1,33974.0,137
22,1,0,48360.0,97
55,0,1,50303.0,225
69,1,0,2630.0,59
24,1,0,32092.0,158
34,0,1,27518.0,83
74,0,1,64470.0,99
66,0,1,35713.0,56
43,0,1,34688.0,255
44,0,1,2630.0,222
77,0,1,33675.0,217
48,1,0,2630.0,240
25,1,0,21816.0,16
29,1,0,2630.0,187
24,1,0,23052.0,141
27,0,1,19515.0,124
28,1,0,30082.0,255
36,0,1,43938.0,109
23,0,1,25523.0,87
75,0,0,2630.0,292
52,0,1,23395.0,72
23,0,1,30130.0,212
22,0,1,30017.0,225
26,1,1,34303.0,194
52,0,1,36140.0,61
36,0,1,45710.0,217
20,1,0,2630.0,18
26,0,1,21468.0,76
39,0,1,27379.0,76
57,0,1,45715.0,23
61,1,1,34864.0,210
42,0,1,2630.0,259
68,0,1,33571.0,232
24,1,0,44851.0,146
48,0,1,45669.0,103
23,1,0,30425.0,280
52,1,0,43957.0,158
63,0,1,35161.0,167
31,0,1,30465.0,132
51,0,0,27716.0,194
22,1,0,30127.0,151
37,0,1,29989.0,284
21,0,1,50985.0,118
67,0,1,2630.0,76
40,1,0,21038.0,153
26,1,0,29512.0,36
22,0,1,61545.0,155
53,1,1,30367.0,193
75,1,0,44441.0,261
38,1,0,43918.0,168
26,1,0,42551.0,104
20,0,1,36069.0,27
26,1,0,38913.0,282
20,1,0,38650.0,299
44,0,1,40521.0,162
49,0,1,28496.0,221
72,1,0,34146.0,122
34,1,0,22834.0,69
49,0,0,23704.0,77
23,0,1,2630.0,190
31,1,0,44217.0,203
75,1,0,51068.0,167
23,1,0,28039.0,211
56,1,0,36902.0,105
43,0,0,35941.0,36
64,1,0,57056.0,250
24,1,0,37395.0,297
23,0,1,33112.0,288
27,1,0,25241.0,128
39,0,1,20437.0,152
27,1,0,41990.0,247
54,0,1,51538.0,298
66,1,0,32976.0,122
51,0,1,61463.0,185
21,0,1,39930.0,103
22,0,1,2630.0,11
70,1,0,2630.0,112
32,0,1,37641.0,19
54,0,1,40596.0,184
23,1,0,34131.0,250
41,0,0,19152.0,265
24,0,0,31599.0,227
46,0,1,24526.0,84
55,0,0,32723.0,265
32,0,1,2630.0,25
51,0,1,38396.0,283
46,1,0,42382.0,115
46,0,1,43022.0,222
52,0,1,43697.0,148
22,0,0,36026.0,194
23,1,0,49108.0,182
48,1,0,26946.0,130
73,0,1,61928.0,109
25,0,1,26098.0,108
58,0,1,48393.0,11
44,0,1,44407.0,128
25,1,0,45000.0,78
21,0,1,40828.0,112
36,0,1,2630.0,292
25,1,0,31039.0,178
30,1,0,43585.0,252
45,0,1,70720.0,105
27,1,0,38734.0,280
64,1,0,149375.0,180
24,0,1,29226.0,134
31,1,1,20105.0,171
27,1,0,28079.0,77
40,0,1,34959.0,160
42,0,1,31088.0,59
70,0,1,24306.0,171
42,0,1,22651.0,204
37,1,0,36816.0,16
52,0,1,30640.0,52
43,1,0,27715.0,154
21,0,1,19491.0,23
21,0,1,2630.0,163
30,0,1,47161.0,248
23,1,0,29421.0,165
50,1,0,32337.0,178
56,0,1,32880.0,42
42,1,0,30643.0,202
21,0,0,2630.0,71
26,0,0,26808.0,117
37,0,1,43352.0,56
51,1,0,41078.0,191
47,0,1,44340.0,36
28,1,0,32419.0,61
21,0,1,37199.0,152
29,1,0,22048.0,231
48,1,0,32741.0,147
27,1,0,41076.0,91
47,0,1,31854.0,215
72,1,0,36358.0,200
21,0,1,31517.0,275
22,1,0,26214.0,98
22,0,1,30879.0,276
62,0,1,2630.0,112
29,0,1,31510.0,136
41,0,1,2630.0,68
63,1,0,60601.0,23
27,1,0,72985.0,195
22,0,1,26903.0,93
68,0,1,38337.0,25
46,0,1,36710.0,19
27,0,1,24127.0,274
75,0,1,23102.0,172
47,1,1,36305.0,111
27,1,0,32727.0,191
30,1,0,33120.0,56
23,1,0,27725.0,200
31,0,1,2630.0,21
45,0,1,37372.0,264
25,1,0,71542.0,89
23,1,0,41741.0,198
50,1,0,2630.0,166
20,0,1,22951.0,286
50,0,1,2630.0,98
23,0,1,26050.0,148
48,0,0,39021.0,229
46,0,1,22445.0,61
69,0,1,31997.0,241
61,1,0,36992.0,23
57,0,0,39079.0,150
23,0,1,2630.0,145
23,1,0,2630.0,40
52,0,1,43576.0,167
25,1,0,33920.0,59
24,0,1,24794.0,63
74,0,1,36148.0,288
61,0,1,44400.0,63
59,0,1,45715.0,138
25,1,0,25498.0,248
22,1,0,24851.0,54
75,0,1,22693.0,175
23,1,0,27492.0,296
24,1,0,25862.0,54
57,0,1,65549.0,110
53,0,1,2630.0,107
71,0,1,69856.0,30
30,1,0,38362.0,52
24,1,0,24446.0,236
22,0,1,2630.0,96
47,0,1,36867.0,287
51,0,1,36901.0,102
39,1,0,39696.0,232
26,1,0,27359.0,139
23,1,0,23358.0,192
22,1,0,26834.0,169
22,0,1,25870.0,122
67,0,1,59404.0,24
47,1,0,37515.0,38
64,0,1,2630.0,229
50,0,1,2630.0,25
25,1,0,23373.0,44
31,0,1,2630.0,289
21,0,0,2630.0,188
27,1,0,37198.0,33
45,0,1,2630.0,295
80,1,0,29593.0,245
22,1,0,30876.0,71
44,1,0,26059.0,217
44,0,1,54883.0,56
65,0,1,39902.0,233
25,1,0,22983.0,114
22,1,0,23054.0,82
46,0,1,2630.0,148
57,1,1,29015.0,76
52,0,1,20072.0,16
47,0,1,2630.0,146
76,0,1,33954.0,196
28,1,0,24485.0,72
80,0,1,41956.0,214
23,1,0,23682.0,267
67,0,1,47895.0,257
33,0,1,58671.0,24
72,0,1,2630.0,80
66,0,1,50485.0,65
31,0,0,27970.0,277
24,0,1,39617.0,190
69,1,0,30638.0,131
33,0,1,2630.0,215
22,1,0,37218.0,82
30,1,0,61620.0,219
20,0,1,28973.0,118
30,1,0,33194.0,71
20,1,0,34264.0,162
24,0,1,2630.0,186
61,0,1,45789.0,31
21,0,1,34961.0,164
26,0,1,44248.0,235
47,0,1,24838.0,241
57,0,1,31735.0,251
30,0,1,34007.0,223
45,0,1,52271.0,191
27,1,0,2630.0,197
34,0,1,27457.0,149
39,1,1,2630.0,38
28,1,0,36906.0,227
23,0,1,24343.0,108
25,1,0,27867.0,10
54,0,1,46732.0,184
38,0,1,41386.0,18
23,1,1,2630.0,244
28,1,0,26658.0,166
36,1,1,24761.0,203
51,1,0,62264.0,158
45,0,1,35191.0,78
52,1,0,50439.0,178
43,0,1,36917.0,257
47,1,0,42037.0,240
65,0,1,27124.0,143
21,0,1,32478.0,120
21,1,0,29915.0,78
47,0,1,43739.0,268
26,1,0,29742.0,36
51,0,1,29522.0,227
64,0,1,39780.0,206
20,0,1,23714.0,177
48,1,0,35130.0,99
49,1,0,46592.0,234
48,1,0,33876.0,54
41,0,1,46997.0,114
31,1,0,21337.0,89
66,1,1,29609.0,261
51,0,1,41492.0,209
42,0,1,34163.0,184
55,0,1,2630.0,280
21,1,0,28824.0,162
61,0,1,27931.0,10
47,1,0,29418.0,72
27,0,1,32846.0,184
53,0,1,33480.0,161
43,0,1,37632.0,49
21,0,1,37553.0,58
52,0,1,50776.0,140
68,0,1,34324.0,289
36,0,1,2630.0,87
59,0,1,46323.0,171
22,1,0,36100.0,42
69,0,1,26205.0,157
32,1,0,31565.0,206
26,1,0,23787.0,154
39,0,1,30604.0,168
48,0,1,36283.0,150
20,0,1,16662.0,72
24,1,0,2630.0,237
24,1,0,27086.0,26
49,1,0,26034.0,187
23,0,1,66350.0,228
80,0,1,2630.0,283
51,0,1,28323.0,250
25,0,1,29908.0,73
52,0,1,49407.0,86
45,1,0,39379.0,88
57,0,1,30117.0,19
53,0,0,2630.0,152
76,0,1,37047.0,74
38,0,1,26211.0,44
34,0,1,35882.0,135
41,1,0,31695.0,268
47,0,1,41812.0,182
22,1,0,2630.0,62
27,1,0,33520.0,167
25,1,0,25240.0,161
24,1,0,35882.0,207
21,0,0,19096.0,187
73,0,1,38152.0,168
25,1,0,35256.0,176
51,0,1,36272.0,223
38,1,0,54750.0,180
58,1,0,2630.0,35
66,1,0,22722.0,38
43,0,1,42580.0,251
23,1,0,29079.0,197
25,1,0,23670.0,72
31,1,0,25325.0,267
30,1,0,2630.0,222
20,1,1,29250.0,197
59,1,0,28633.0,131
25,1,0,30100.0,158
23,1,0,44136.0,39
21,0,1,23260.0,150
53,0,1,30408.0,118
22,0,1,34883.0,265
35,0,1,2630.0,124
54,0,1,30105.0,221
41,1,0,27811.0,177
23,0,1,22558.0,291
22,1,0,2630.0,158
22,0,1,25717.0,270
55,0,1,29853.0,299
53,1,0,28953.0,77
36,0,1,2630.0,125
54,0,1,2630.0,127
56,0,1,40574.0,199
23,1,0,23400.0,229
50,0,1,42038.0,134
49,0,0,33210.0,284
52,0,1,32732.0,192
64,0,1,29077.0,69
30,1,0,22213.0,179
40,0,1,26781.0,264
23,1,0,26284.0,259
61,0,1,2630.0,183
26,1,0,31410.0,42
34,0,1,37115.0,60
35,0,1,26410.0,262
26,1,0,37246.0,112
38,1,0,33303.0,213
47,1,0,34174.0,284
34,0,1,28356.0,91
24,0,0,23711.0,211
62,0,1,30745.0,251
35,0,1,22553.0,142
43,0,1,42047.0,62
28,1,0,27046.0,298
21,1,0,48168.0,267
51,0,1,43045.0,278
73,1,0,39040.0,270
33,0,0,31428.0,179
27,0,1,90138.0,243
22,0,1,2630.0,157
34,0,1,2630.0,10
22,1,0,35902.0,295
30,1,0,29601.0,167
41,1,0,68168.0,276
25,1,0,40198.0,77
65,1,0,30287.0,143
21,0,1,2630.0,232
46,0,1,36246.0,171
34,1,0,24849.0,59
35,0,0,2630.0,244
61,0,1,63293.0,61
40,1,0,2630.0,252
66,0,1,36744.0,153
70,1,0,21356.0,53
22,1,0,28955.0,128
48,0,1,42010.0,34
29,0,1,35825.0,252
37,0,0,31637.0,230
25,1,0,31926.0,274
23,1,0,17571.0,180
72,0,1,52425.0,116
27,0,0,30979.0,72
30,0,1,39017.0,166
53,0,0,24268.0,138
24,1,0,28495.0,42
47,0,0,2630.0,211
23,1,0,48835.0,247
27,1,0,30523.0,299
44,1,0,2630.0,295
42,0,1,40575.0,227
78,1,1,67230.0,186
25,1,0,25101.0,225
60,0,1,24040.0,193
45,0,1,37183.0,199
60,1,0,31813.0,255
68,0,1,41747.0,170
59,0,1,67861.0,154
48,0,1,2630.0,106
50,0,1,30836.0,245
59,0,1,56346.0,82
26,1,0,56943.0,33
68,1,0,30251.0,154
46,1,0,2630.0,202
23,1,0,29646.0,185
47,0,0,38835.0,208
39,0,1,2630.0,266
21,1,0,27887.0,19
48,0,1,93983.0,120
24,0,0,44592.0,245
74,1,0,77187.0,136
77,0,0,25867.0,262
20,1,0,32667.0,143
24,0,1,2630.0,267
29,0,0,31381.0,99
57,0,1,42925.0,165
23,0,1,30709.0,186
70,1,0,22781.0,62
26,0,1,2630.0,120
23,1,0,2630.0,200
25,1,0,27315.0,187
26,0,0,82002.0,56
63,1,0,52335.0,117
23,0,1,2630.0,180
44,0,1,36548.0,278
22,0,1,69957.0,240
56,0,1,44354.0,98
44,1,0,30683.0,284
22,1,0,58732.0,142
29,1,0,35158.0,264
22,1,0,40895.0,33
62,1,0,42349.0,251
29,1,0,33210.0,138
73,1,0,39359.0,58
30,0,0,2630.0,128
24,1,0,78060.0,118
40,1,0,23680.0,212
45,1,0,2630.0,143
36,0,1,52834.0,193
23,1,0,46898.0,130
53,0,1,26304.0,169
65,1,0,23462.0,30
73,0,1,59720.0,80
38,1,0,28684.0,56
43,0,1,25585.0,294
25,0,1,25954.0,84
24,0,1,48608.0,238
23,1,0,27400.0,278
37,0,1,35231.0,228
54,1,0,2630.0,48
49,0,1,38755.0,125
26,1,0,22272.0,81
55,0,0,37135.0,176
49,0,0,2630.0,207
26,1,0,30707.0,117
25,1,0,2630.0,298
34,1,0,25423.0,115
56,0,1,23195.0,172
31,0,1,2630.0,25
37,0,1,36913.0,31
72,0,1,24953.0,229
23,1,0,25282.0,254
48,1,0,27451.0,168
28,1,0,31119.0,16
38,0,1,35272.0,185
22,1,0,21578.0,152
70,1,0,22917.0,96
57,1,0,19036.0,12
41,0,1,39560.0,138
24,0,1,16912.0,161
23,1,0,45805.0,148
46,0,1,26698.0,50
21,0,1,33313.0,267
26,0,1,22065.0,126
40,0,1,34442.0,188
37,0,1,28372.0,90
29,0,1,29971.0,145
44,1,0,25319.0,156
23,1,0,30200.0,94
46,1,0,30447.0,120
32,0,1,71129.0,44
22,1,0,25018.0,229
45,0,1,36566.0,221
42,0,1,43966.0,249
45,1,0,53193.0,16
23,0,1,26938.0,18
24,1,0,31572.0,81
23,0,1,23686.0,36
50,0,1,28958.0,171
48,0,1,45136.0,299
31,0,1,54622.0,164
21,1,0,30383.0,268
35,1,1,2630.0,96
21,1,0,31765.0,133
30,1,0,37106.0,114
45,1,0,40839.0,154
23,1,0,32209.0,277
52,1,0,2630.0,132
27,1,0,22945.0,52
24,0,0,24995.0,84
31,0,0,27300.0,29
23,0,1,40079.0,274
23,1,0,27433.0,192
21,0,1,17496.0,262
48,0,1,40356.0,269
42,0,1,32182.0,214
22,0,1,28112.0,268
73,1,0,49666.0,240
57,0,1,2630.0,287
48,0,1,35994.0,80
83,1,1,2630.0,190
22,0,1,29448.0,80
25,1,0,32103.0,87
50,0,1,36179.0,228
28,0,1,29475.0,69
30,1,0,2630.0,77
29,0,1,50364.0,285
61,0,1,38710.0,243
21,1,0,35394.0,110
25,1,0,25308.0,143
33,1,0,2630.0,181
45,0,1,33349.0,229
36,0,0,2630.0,275
37,1,0,2630.0,183
23,0,1,33458.0,98
22,1,0,46240.0,237
25,1,0,25368.0,43
40,1,0,27193.0,121
28,1,0,41339.0,122
40,0,1,52676.0,171
44,0,1,35469.0,128
35,0,1,2630.0,251
33,1,0,46971.0,279
38,0,1,34688.0,251
26,0,1,2630.0,228
24,1,0,35369.0,72
54,1,0,40416.0,62
26,0,0,28389.0,244
22,0,1,2630.0,133
44,0,1,50992.0,98
24,1,0,32217.0,13
58,1,1,50245.0,144
31,0,1,22548.0,176
64,0,1,25165.0,214
21,1,0,50990.0,264
22,1,0,53248.0,203
66,0,1,54582.0,289
20,1,0,22009.0,276
21,0,1,26884.0,143
30,0,1,26401.0,123
53,1,0,42502.0,27
24,0,1,24232.0,44
23,0,1,21806.0,81
70,0,1,2630.0,278
30,1,0,32606.0,147
27,1,0,22401.0,248
57,1,0,27149.0,20
64,0,1,28096.0,237
63,0,1,33635.0,193
35,0,1,33293.0,299
29,0,1,2630.0,276
22,1,0,33050.0,179
26,0,1,30508.0,143
25,1,0,23210.0,31
47,0,1,43297.0,132
28,0,1,34388.0,229
33,1,0,30982.0,61
38,0,1,2630.0,108
25,1,0,31229.0,286
64,1,0,28285.0,292
61,0,1,35128.0,210
24,1,0,60718.0,167
26,0,1,35743.0,52
34,0,1,37073.0,59
49,0,1,39903.0,15
55,0,1,42061.0,164
20,1,0,2630.0,94
33,0,1,2630.0,194
50,0,1,36144.0,159
49,0,1,37755.0,274
24,1,0,83512.0,131
46,0,1,41843.0,192
22,1,1,2630.0,68
21,0,1,54631.0,97
24,1,0,24778.0,298
54,0,1,28949.0,47
76,1,0,2630.0,126
55,0,1,39587.0,159
51,0,1,41259.0,30
25,1,0,37838.0,144
51,0,1,36058.0,97
22,1,0,32280.0,100
24,1,0,43172.0,44
22,1,0,61763.0,209
21,0,1,29025.0,184
69,1,0,31460.0,35
52,0,1,52571.0,169
49,0,1,2630.0,88
27,1,0,33019.0,23
20,0,1,28695.0,290
46,1,0,25768.0,272
37,0,1,34894.0,168
39,1,1,35342.0,284
42,0,1,38607.0,217
25,0,1,53955.0,45
43,0,1,46642.0,220
47,0,1,30582.0,89
21,0,1,53194.0,173
22,1,0,24979.0,64
22,1,0,25860.0,230
26,0,1,31872.0,87
32,0,1,2630.0,10
24,1,0,22103.0,207
21,1,0,36748.0,137
45,0,1,33902.0,223
24,0,1,21036.0,149
22,1,0,39013.0,187
45,0,1,73007.0,234
43,0,1,2630.0,98
73,0,1,2630.0,35
49,1,0,31847.0,132
61,1,0,49951.0,104
51,1,0,2630.0,150
41,0,1,46212.0,55
43,0,1,2630.0,150
29,1,0,38074.0,108
70,1,0,28659.0,240
24,1,0,29166.0,109
28,0,1,17797.0,237
37,0,1,25732.0,264
80,0,1,2630.0,204
40,0,1,33431.0,238
30,0,1,2630.0,108
70,0,1,2630.0,212
22,0,1,29654.0,184
22,1,0,31565.0,232
24,0,1,2630.0,240
21,1,0,26573.0,296
48,0,1,61391.0,97
38,0,1,57016.0,278
25,1,0,34631.0,137
44,0,1,2630.0,54
46,0,1,25873.0,134
21,1,0,27314.0,232
25,1,0,32021.0,229
30,0,1,31940.0,71
47,0,1,24162.0,87
43,0,1,37289.0,203
23,1,1,2630.0,255
66,1,0,47257.0,41
25,1,1,36327.0,183
34,0,1,30710.0,18
29,1,0,59536.0,123
26,0,0,35195.0,167
49,1,0,43712.0,65
44,0,1,69856.0,286
23,0,1,2630.0,92
51,1,0,44563.0,272
49,0,1,45680.0,222
50,1,0,30763.0,265
22,0,1,34149.0,227
80,1,0,27153.0,117
41,1,0,31314.0,12
25,1,0,39193.0,193
29,1,0,24420.0,109
46,0,1,40476.0,156
65,0,1,45343.0,28
63,0,1,2630.0,286
23,0,1,35908.0,73
21,0,1,24930.0,15
32,0,1,2630.0,100
58,0,1,49201.0,23
75,1,0,33275.0,289
66,1,0,70501.0,135
23,1,0,45791.0,101
30,1,0,2630.0,167
21,1,0,33298.0,161
26,1,0,22241.0,273
51,1,0,30595.0,299
21,0,1,27500.0,11
20,1,0,38393.0,12
25,1,0,30496.0,156
31,0,1,41841.0,33
30,1,0,26377.0,202
22,1,0,15407.0,104
20,1,0,2630.0,103
55,1,0,34876.0,75
25,0,1,2630.0,151
26,1,0,2630.0,252
53,0,1,27054.0,267
60,1,0,2630.0,182
59,0,1,28486.0,45
23,1,0,63857.0,59
45,0,1,39694.0,222
24,1,0,44386.0,174
23,0,1,26339.0,123
27,0,1,2630.0,186
35,0,1,33123.0,149
37,0,1,2630.0,90
23,0,1,39054.0,251
24,1,0,22174.0,292
50,0,1,2630.0,70
24,0,1,2630.0,180
46,0,1,65156.0,216
23,0,0,35153.0,159
29,1,0,36945.0,122
23,1,1,2630.0,167
59,1,0,23286.0,20
48,0,1,34672.0,46
21,0,0,2630.0,125
40,1,0,28993.0,73
26,1,0,60535.0,82
26,1,0,26030.0,81
29,0,1,28631.0,52
53,0,1,30193.0,82
25,1,0,39561.0,179
32,0,1,34437.0,85
24,1,0,2630.0,128
51,1,0,30900.0,216
26,1,0,34588.0,271
48,1,0,35738.0,284
24,1,0,37882.0,97
61,1,0,25848.0,101
24,1,0,55202.0,170
60,0,1,38043.0,222
53,0,1,38285.0,139
26,0,1,2630.0,31
24,0,0,37410.0,189
45,0,1,32718.0,270
48,0,1,40307.0,84
46,0,1,44200.0,95
44,1,0,36941.0,242
22,0,1,35339.0,41
45,0,1,32109.0,126
45,0,1,48176.0,129
51,0,1,55950.0,293
35,1,0,28876.0,146
